# {"t_start": 1616515193.3820856, "env_id": "ReacherPyBulletEnv-v0"} 
r,l,t,ereward,reward_woD
0,150,2.87175,0,0
0,150,4.823319,0,0
0,150,6.76432,0,0
0,150,8.855505,0,0
0,150,11.116101,0,0
0,150,13.448078,0,0
0,150,15.811991,0,0
0,150,18.174646,0,0
0,150,20.537763,0,0
0,150,22.895008,0,0
0,150,25.256131,0,0
0,150,27.629215,0,0
0,150,30.018533,0,0
0,150,46.474134,0,0
0,150,48.838787,0,0
0,150,51.211199,0,0
0,150,53.541171,0,0
0,150,55.901315,0,0
0,150,58.226904,0,0
0,150,60.590494,0,0
0,150,62.946125,0,0
0,150,65.30671,0,0
0,150,67.665159,0,0
0,150,70.061286,0,0
0,150,72.410327,0,0
0,150,74.769812,0,0
0,150,77.134943,0,0
0,150,93.517753,0,0
0,150,95.916506,0,0
0,150,98.289595,0,0
0,150,100.658776,0,0
0,150,103.027896,0,0
0,150,105.417151,0,0
0,150,107.779414,0,0
0.241944,150,110.140705,0.2419443541450632,0.2419443541450632
0,150,112.507425,0,0
0,150,114.881107,0,0
0,150,117.244715,0,0
0,150,119.640117,0,0
0,150,122.041352,0,0
0,150,138.455963,0,0
0,150,140.814055,0,0
0,150,143.186975,0,0
0,150,145.560123,0,0
0,150,147.945329,0,0
0,150,150.318696,0,0
0,150,152.668728,0,0
0,150,155.029108,0,0
0,150,157.3798,0,0
0,150,159.748848,0,0
0,150,162.084748,0,0
0,150,164.425722,0,0
0,150,166.76287,0,0
0,150,169.112976,0,0
0,150,185.450739,0,0
0,150,187.827063,0,0
0,150,190.165949,0,0
0,150,192.531323,0,0
0,150,194.899425,0,0
0,150,197.258257,0,0
0,150,199.597855,0,0
0,150,201.942748,0,0
0,150,204.317387,0,0
0,150,206.674889,0,0
0,150,209.056067,0,0
0,150,211.415621,0,0
0,150,213.791296,0,0
0,150,216.160023,0,0
0,150,232.427822,0,0
0,150,234.797961,0,0
0,150,237.169697,0,0
0,150,239.543219,0,0
0.604895,150,241.893905,0.6048948507350597,0.6048948507350597
0,150,244.244974,0,0
0,150,246.603851,0,0
0,150,248.977877,0,0
0,150,251.332232,0,0
0,150,253.681,0,0
0,150,256.044584,0,0
0,150,258.41256,0,0
0,150,260.783712,0,0
0,150,277.18445,0,0
0,150,279.545742,0,0
0,150,281.908969,0,0
0,150,284.279766,0,0
0,150,286.643311,0,0
0,150,289.009299,0,0
0,150,291.401082,0,0
0,150,293.784885,0,0
0,150,296.15253,0,0
0,150,298.521616,0,0
0,150,300.874855,0,0
0,150,303.229009,0,0
0,150,305.598918,0,0
0,150,307.988106,0,0
0,150,326.363112,0,0
0.650272,150,328.714344,0.6502715876488977,0.6502715876488977
0.625122,150,331.064516,0.6251221253799792,0.6251221253799792
0,150,333.425132,0,0
0,150,335.788043,0,0
0,150,338.110432,0,0
0,150,340.468099,0,0
0,150,342.837111,0,0
0,150,345.208118,0,0
0,150,347.576942,0,0
0,150,349.959194,0,0
0,150,352.319733,0,0
0.408393,150,354.673643,0.4083932741640327,0.4083932741640327
0,150,357.022932,0,0
0,150,373.430275,0,0
0,150,375.776219,0,0
0,150,378.142046,0,0
0,150,380.522228,0,0
0,150,382.878109,0,0
0,150,385.260715,0,0
0,150,387.643228,0,0
0,150,390.009006,0,0
0,150,392.381815,0,0
0,150,394.736168,0,0
0.137758,150,397.070562,0.13775752258920848,0.13775752258920848
0,150,399.408931,0,0
0,150,401.759283,0,0
0,150,418.121676,0,0
0,150,420.457044,0,0
0,150,422.791597,0,0
0,150,425.155703,0,0
0.016615,150,427.502424,0.01661452973556632,0.01661452973556632
0,150,429.884535,0,0
0,150,432.262746,0,0
0,150,434.64906,0,0
0,150,437.028285,0,0
0,150,439.401125,0,0
0,150,441.788705,0,0
0,150,444.158966,0,0
0,150,446.535605,0,0
0,150,448.891865,0,0
0,150,465.191849,0,0
0,150,467.580856,0,0
0,150,469.957226,0,0
0,150,472.320297,0,0
0,150,474.687116,0,0
0,150,477.060743,0,0
0,150,479.421812,0,0
0,150,481.778898,0,0
0,150,484.152891,0,0
0.710536,150,486.531826,0.7105357303057869,0.7105357303057869
0,150,488.895664,0,0
0,150,491.251233,0,0
0.009147,150,493.626821,0.009146750722120234,0.009146750722120234
0,150,496.02499,0,0
0,150,512.206146,0,0
0,150,514.557989,0,0
0,150,516.90309,0,0
0,150,519.263219,0,0
0,150,521.644749,0,0
0,150,524.018458,0,0
0,150,526.396848,0,0
0,150,528.763366,0,0
0,150,531.125977,0,0
0,150,533.477821,0,0
0,150,535.844534,0,0
0.342609,150,538.201883,0.34260895515823775,0.34260895515823775
0,150,540.57475,0,0
0,150,556.977877,0,0
0,150,559.373693,0,0
0,150,561.749199,0,0
0,150,564.120661,0,0
0,150,566.49615,0,0
0,150,568.898582,0,0
0,150,571.277967,0,0
0,150,573.656188,0,0
0,150,576.044302,0,0
0,150,578.425846,0,0
0,150,580.80271,0,0
0,150,583.200477,0,0
0,150,585.565342,0,0
0,150,587.968912,0,0
0,150,604.385153,0,0
0,150,606.763675,0,0
0,150,609.163177,0,0
0,150,611.543822,0,0
0,150,613.918472,0,0
0,150,616.318244,0,0
0,150,618.6979,0,0
0,150,621.063907,0,0
0,150,623.41276,0,0
0,150,625.755345,0,0
0.542297,150,628.12973,0.542297487417923,0.542297487417923
0,150,630.480554,0,0
0,150,632.814814,0,0
0,150,635.143502,0,0
0,150,651.534145,0,0
0,150,653.864915,0,0
0,150,656.195766,0,0
0,150,658.508102,0,0
