# {"t_start": 1616599186.8340049, "env_id": "ReacherPyBulletEnv-v0"} 
r,l,t,ereward,reward_woD
65.981252,150,3.286056,65.98125228865436,0
0,150,5.567295,0,0
54.645383,150,7.655944,54.64538272765843,0
0,150,10.086301,0,0
61.32622,150,12.421701,61.32621953746374,0
3.774549,150,14.891401,3.7745485690626515,0
0,150,17.399359,0,0
0.256138,150,19.892996,0.25613773908253845,0.25613773908253845
61.32622,150,22.355615,61.32621953746374,0
0,150,24.778379,0,0
0,150,27.305999,0,0
0.358882,150,29.778418,0.3588818925203082,0.3588818925203082
0,150,32.265104,0,0
0.321399,150,48.729769,0.3213988270409265,0
0.410061,150,51.214777,0.41006123690352214,0
0,150,53.716988,0,0
0,150,56.205652,0,0
0,150,58.715851,0,0
0,150,61.186013,0,0
0,150,63.712966,0,0
0,150,66.178728,0,0
0,150,68.651633,0,0
0.496192,150,71.133253,0.49619208872154064,0
3.774549,150,73.665637,3.7745485690626515,0
0,150,76.140279,0,0
0.033168,150,78.648221,0.03316826617959723,0.03316826617959723
0,150,81.229637,0,0
0,150,98.274629,0,0
0,150,100.779965,0,0
54.645383,150,103.316767,54.64538272765843,0
0,150,105.773546,0,0
1.897779,150,108.352396,1.8977793530360725,0
0.029769,150,110.789702,0.02976867771479641,0
0,150,113.384171,0,0
0,150,115.790323,0,0
0.352919,150,118.280848,0.3529192702630609,0.3529192702630609
0,150,120.773871,0,0
3.511302,150,123.299019,3.511302087680109,0
0.064433,150,125.782417,0.06443349495432704,0
0,150,128.328564,0,0
0,150,146.934503,0,0
1.352972,150,149.472535,1.352971981003095,0
0,150,151.977488,0,0
0,150,154.5008,0,0
0,150,156.993732,0,0
0.199068,150,159.477486,0.19906821088585758,0.19906821088585758
0,150,162.007168,0,0
0,150,164.437236,0,0
0.491581,150,166.962899,0.49158082344198495,0.49158082344198495
0,150,169.371073,0,0
0,150,171.903293,0,0
0,150,174.423902,0,0
61.32622,150,176.905328,61.32621953746374,0
0,150,179.396809,0,0
9.103633,150,197.69556,9.103632975283062,0
