# {"t_start": 1618486530.4649613, "env_id": "SparseReacher-v1"} 
r,l,t,ereward,reward_woD
0,150,4.453554,0,0
0,150,6.710588,0,0
0,150,8.918466,0,0
35.370409,150,11.182841,35.37040882868217,0
0,150,13.613983,0,0
9.103633,150,16.001915,9.103632975283062,0
0,150,18.487829,0,0
0,150,20.94236,0,0
0,150,23.402186,0,0
0,150,25.772659,0,0
0,150,28.187418,0,0
0.122414,150,30.606221,0.1224135029488187,0.1224135029488187
0.448341,150,33.055316,0.4483406558654808,0
0,150,49.548176,0,0
0,150,52.048337,0,0
0.451607,150,54.463712,0.45160746910475236,0
0.56054,150,56.930028,0.5605400550318518,0
0,150,59.375734,0,0
0.199803,150,61.765471,0.1998028238394064,0
0,150,64.183602,0,0
0.800412,150,66.712454,0.8004123151502335,0.8004123151502335
0,150,69.130021,0,0
11.034279,150,71.52207,11.034278511280236,0
0,150,73.963958,0,0
0,150,76.394002,0,0
0.079719,150,78.813779,0.07971887379541687,0
0,150,81.282784,0,0
0,150,98.111345,0,0
7.559679,150,100.521061,7.559678728870516,0
0,150,102.97116,0,0
0,150,105.44019,0,0
0,150,107.84497,0,0
0.568568,150,110.296914,0.5685682801394787,0
0.255463,150,112.729742,0.2554625203499661,0
0.085698,150,115.126794,0.08569770106195695,0
0,150,117.543396,0,0
0.0638,150,119.951458,0.0638001292038457,0
0,150,122.441984,0,0
3.774549,150,124.902441,3.7745485690626515,0
62.32338,150,127.318452,62.323379505596336,0
0,150,143.824039,0,0
0,150,146.262276,0,0
0.329119,150,148.68765,0.32911947810686193,0.32911947810686193
0.1152,150,151.118705,0.11519992489767639,0.11519992489767639
0.61072,150,153.657377,0.6107200321521168,0
0,150,156.086941,0,0
0.236156,150,158.598507,0.23615646121049372,0
0,150,161.039252,0,0
0.250335,150,163.498011,0.2503349687188896,0
0,150,165.864015,0,0
0.360985,150,168.362546,0.3609847210703543,0
0.29314,150,170.897841,0.2931403596163029,0
0.160833,150,173.453454,0.160832826087409,0
0,150,176.150588,0,0
67.50134,150,192.644272,67.50134037431246,0
0,150,195.059003,0,0
0,150,197.447702,0,0
4.078412,150,199.920681,4.0784120220853435,4.0784120220853435
0,150,202.316737,0,0
0,150,204.754441,0,0
5.605024,150,207.152244,5.605024265088888,0
0,150,209.528383,0,0
0,150,211.96875,0,0
0,150,214.362378,0,0
0.730587,150,216.881146,0.7305867004715648,0
0,150,219.322927,0,0
0,150,221.731486,0,0
0,150,224.165817,0,0
35.370409,150,242.117873,35.37040882868217,0
0.247598,150,244.549256,0.24759832162178363,0
0,150,247.037992,0,0
0.377791,150,249.513635,0.3777909125556135,0
0,150,251.89658,0,0
0,150,254.412193,0,0
0,150,256.805316,0,0
0,150,259.287206,0,0
0,150,261.651399,0,0
0,150,264.08092,0,0
0,150,266.537318,0,0
0.201791,150,268.977598,0.20179059607665206,0
0.701497,150,271.468122,0.7014967513045768,0
0.701497,150,287.860519,0.7014967513045768,0
0,150,290.326569,0,0
0,150,292.746959,0,0
0,150,295.162275,0,0
0,150,297.634905,0,0
0,150,300.06792,0,0
0,150,302.476332,0,0
0.075295,150,304.897077,0.07529508777577743,0.07529508777577743
0.626961,150,307.371575,0.6269614585655592,0
9.103633,150,309.731553,9.103632975283062,0
0,150,312.180779,0,0
0.457716,150,314.6352,0.45771641690212816,0
0,150,317.128154,0,0
0.248359,150,319.558492,0.24835868355746182,0
0,150,335.966413,0,0
0,150,338.432063,0,0
0,150,340.814995,0,0
0.232142,150,343.28272,0.23214207457849712,0
0,150,345.63429,0,0
0,150,348.128432,0,0
0,150,350.52311,0,0
0,150,353.006849,0,0
0,150,355.44895,0,0
0,150,357.87974,0,0
9.103633,150,360.2849,9.103632975283062,0
0,150,362.764198,0,0
0,150,365.164399,0,0
0,150,367.566079,0,0
0,150,386.130378,0,0
35.370409,150,388.480037,35.37040882868217,0
0,150,390.919201,0,0
0,150,393.326981,0,0
0.076577,150,395.801864,0.0765772670633007,0
0,150,398.237181,0,0
0,150,400.667608,0,0
2.730477,150,403.083,2.73047719759186,0
0,150,405.47736,0,0
0.214133,150,407.907938,0.21413277443436785,0.21413277443436785
67.50134,150,410.342613,67.50134037431246,0
35.370409,150,412.870039,35.37040882868217,0
94.071831,150,415.313607,94.07183063123934,0
0,150,431.639158,0,0
0,150,434.160044,0,0
0.047997,150,436.59453,0.04799659546978452,0
0,150,439.074871,0,0
1.159669,150,441.501814,1.1596690346897747,0
0,150,443.889801,0,0
0,150,446.362833,0,0
0,150,448.844504,0,0
0,150,451.270782,0,0
65.981252,150,453.712842,65.98125228865436,0
0,150,456.166244,0,0
0.018824,150,458.531601,0.018824353800267257,0
0,150,460.899701,0,0
65.981252,150,463.436534,65.98125228865436,0
0,150,479.937838,0,0
0,150,482.494441,0,0
3.774549,150,484.931468,3.7745485690626515,0
0,150,487.327214,0,0
0,150,489.856312,0,0
0,150,492.290776,0,0
0.119614,150,494.747581,0.11961364935811603,0
0,150,497.187771,0,0
1.654468,150,499.599637,1.6544678359528606,0
0,150,502.069205,0,0
0,150,504.51717,0,0
0.325372,150,506.985568,0.32537199978922493,0.32537199978922493
0,150,509.370788,0,0
0,150,511.886159,0,0
0,150,530.124388,0,0
0,150,532.59108,0,0
0,150,535.119357,0,0
0.881297,150,537.518625,0.8812965938873657,0
0,150,539.960804,0,0
0,150,542.449847,0,0
0,150,544.930342,0,0
0,150,547.361907,0,0
0,150,549.755659,0,0
1.126052,150,552.231948,1.1260521984888148,0
0,150,554.636149,0,0
0,150,557.081861,0,0
0,150,559.475423,0,0
0,150,575.954328,0,0
0,150,578.372184,0,0
0,150,580.810062,0,0
0.145119,150,583.233982,0.1451190464294977,0
0,150,585.701021,0,0
0.713077,150,588.155574,0.7130770521431453,0
0,150,590.600538,0,0
0,150,593.036566,0,0
0.052645,150,595.455077,0.05264452781085571,0
