# {"t_start": 1618486530.406806, "env_id": "SparseReacher-v1"} 
r,l,t,ereward,reward_woD
0,150,4.518898,0,0
0,150,6.763888,0,0
0,150,8.976022,0,0
0.247005,150,11.242087,0.24700476908379465,0.24700476908379465
11.034279,150,13.671677,11.034278511280236,0
0,150,16.060265,0,0
0.342209,150,18.545486,0.34220869706974766,0
0.445143,150,20.99906,0.44514309553365783,0
0,150,23.460274,0,0
0,150,25.83065,0,0
0,150,28.245631,0,0
0,150,30.664272,0,0
0,150,33.113816,0,0
0,150,49.604902,0,0
0,150,52.105207,0,0
0,150,54.522234,0,0
0,150,56.988416,0,0
0,150,59.43335,0,0
0,150,61.822428,0,0
0,150,64.243217,0,0
0,150,66.772149,0,0
0,150,69.188146,0,0
0.618417,150,71.580132,0.6184167181604125,0
0,150,74.021918,0,0
94.071831,150,76.450852,94.07183063123934,0
0,150,78.872337,0,0
0,150,81.340873,0,0
0.085698,150,98.1673,0.08569770106195695,0.08569770106195695
0,150,100.579565,0,0
0.284914,150,103.028815,0.28491438416546855,0
0,150,105.498274,0,0
0.539158,150,107.899995,0.5391577649512598,0
61.32622,150,110.355013,61.32621953746374,0
67.50134,150,112.787812,67.50134037431246,0
0,150,115.185337,0,0
0,150,117.601643,0,0
0,150,120.010038,0,0
0.236156,150,122.49983,0.23615646121049372,0
0,150,124.960946,0,0
0,150,127.379887,0,0
0,150,143.882169,0,0
0.021334,150,146.31993,0.021334351060386614,0
0,150,148.745709,0,0
11.034279,150,151.175377,11.034278511280236,0
0,150,153.715341,0,0
0,150,156.144838,0,0
0.575766,150,158.656624,0.5757663737958096,0
0,150,161.097366,0,0
0.58923,150,163.556097,0.5892302730023595,0
0,150,165.922169,0,0
0,150,168.421075,0,0
0,150,170.956376,0,0
0,150,173.510875,0,0
0.360663,150,176.208182,0.360662907689001,0
0,150,192.702681,0,0
0.013018,150,195.116812,0.013017507312149235,0
0,150,197.506814,0,0
0,150,199.978714,0,0
0.204326,150,202.373841,0.20432569847935134,0
0,150,204.812676,0,0
0,150,207.210685,0,0
0,150,209.586495,0,0
0,150,212.025855,0,0
0,150,214.420469,0,0
3.774549,150,216.938838,3.7745485690626515,0
0.025348,150,219.37961,0.025348093102185665,0
4.078412,150,221.789093,4.0784120220853435,0
0.946441,150,224.223519,0.9464407125458406,0
0,150,242.176914,0,0
0,150,244.60761,0,0
1.830094,150,247.095631,1.8300944129368135,0
0,150,249.571999,0,0
0,150,251.956647,0,0
0.050964,150,254.469997,0.05096367572194305,0
0,150,256.859938,0,0
0,150,259.34527,0,0
0.377791,150,261.709008,0.3777909125556135,0
0,150,264.139019,0,0
0.230934,150,266.595465,0.2309344207557773,0.2309344207557773
0,150,269.035995,0,0
6.973754,150,271.526154,6.97375367041223,0
0,150,287.919071,0,0
0,150,290.38467,0,0
0,150,292.805044,0,0
0.428277,150,295.219808,0.4282773533256483,0
0,150,297.692087,0,0
0,150,300.126147,0,0
1.273635,150,302.532986,1.2736345975522414,0
0.765899,150,304.954715,0.7658994696794087,0
9.103633,150,307.429651,9.103632975283062,0
0,150,309.789912,0,0
0,150,312.238981,0,0
0,150,314.693597,0,0
0.597432,150,317.185278,0.5974315034840575,0
0,150,319.616997,0,0
0,150,336.021215,0,0
0,150,338.490044,0,0
0,150,340.872956,0,0
0,150,343.341122,0,0
0,150,345.691189,0,0
0,150,348.183901,0,0
1.370239,150,350.580816,1.3702388418096054,0
0,150,353.064923,0,0
0,150,355.507105,0,0
54.645383,150,357.937534,54.64538272765843,0
0.385316,150,360.34298,0.38531564742909175,0
0,150,362.822428,0,0
94.071831,150,365.22269,94.07183063123934,0
0.385316,150,367.622887,0.38531564742909175,0
0,150,386.188475,0,0
0,150,388.5384,0,0
35.370409,150,390.976816,35.37040882868217,0
11.034279,150,393.384635,11.034278511280236,0
0,150,395.860218,0,0
0.232924,150,398.294843,0.2329242858870011,0
0,150,400.725691,0,0
