# {"t_start": 1618486530.470839, "env_id": "SparseReacher-v1"} 
r,l,t,ereward,reward_woD
0,150,4.444209,0,0
0.445143,150,6.708183,0.44514309553365783,0.44514309553365783
94.071831,150,8.909062,94.07183063123934,0
61.32622,150,11.179545,61.32621953746374,0
0,150,13.609589,0,0
0.445143,150,15.997437,0.44514309553365783,0
0.333377,150,18.484722,0.33337670369280137,0
0,150,20.936908,0,0
0,150,23.397971,0,0
67.50134,150,25.767887,67.50134037431246,0
0.628284,150,28.18274,0.6282843160836892,0
0,150,30.602271,0,0
0,150,33.052158,0,0
0,150,49.543186,0,0
0,150,52.041634,0,0
0.122414,150,54.459705,0.1224135029488187,0
0,150,56.926091,0,0
0,150,59.371224,0,0
0,150,61.760297,0,0
0.284932,150,64.177663,0.28493168135521096,0
0,150,66.707988,0,0
0,150,69.126168,0,0
0,150,71.517761,0,0
0,150,73.959076,0,0
0,150,76.388392,0,0
0,150,78.809489,0,0
0,150,81.27831,0,0
0,150,98.104596,0,0
0.686891,150,100.516904,0.6868913573435698,0
0,150,102.966434,0,0
0,150,105.435941,0,0
0,150,107.83837,0,0
0,150,110.293101,0,0
1.101648,150,112.726354,1.1016475555563305,0
0,150,115.122242,0,0
0.536729,150,117.538668,0.5367285876911821,0
0,150,119.946795,0,0
0,150,122.437119,0,0
61.32622,150,124.897945,61.32621953746374,0
0.209878,150,127.312938,0.2098778110722953,0
0,150,143.818382,0,0
0,150,146.258594,0,0
0,150,148.683264,0,0
0.382247,150,151.113758,0.38224665794137636,0
0,150,153.652865,0,0
0,150,156.082232,0,0
0,150,158.594077,0,0
0,150,161.035076,0,0
0,150,163.494245,0,0
0.58923,150,165.858174,0.5892302730023595,0
0,150,168.357505,0,0
0,150,170.895158,0,0
0,150,173.448292,0,0
0.640851,150,176.14557,0.6408511740821319,0
0.433002,150,192.639773,0.4330017748888475,0
0,150,195.054416,0,0
0,150,197.443588,0,0
0,150,199.915114,0,0
0,150,202.312124,0,0
0,150,204.750036,0,0
0,150,207.147126,0,0
0,150,209.523447,0,0
0,150,211.964428,0,0
0,150,214.35892,0,0
0,150,216.877476,0,0
0,150,219.317323,0,0
0,150,221.725848,0,0
0.652088,150,224.159882,0.6520875873473815,0
0.645666,150,242.115682,0.6456656618447345,0
0,150,244.54493,0,0
0,150,247.03234,0,0
0.428872,150,249.509198,0.42887247848561094,0.42887247848561094
0.12439,150,251.893542,0.12439046121042352,0
0.669349,150,254.406341,0.6693491592699083,0
0.765389,150,256.800682,0.7653890876178306,0
0,150,259.283402,0,0
67.50134,150,261.645293,67.50134037431246,0
0,150,264.077093,0,0
0,150,266.53184,0,0
94.071831,150,268.973075,94.07183063123934,0
1.23508,150,271.464042,1.2350795886033108,0
0,150,287.857022,0,0
0,150,290.322034,0,0
0,150,292.743552,0,0
0,150,295.158153,0,0
0.230934,150,297.629007,0.2309344207557773,0
1.11068,150,300.063277,1.1106804243588462,1.1106804243588462
0,150,302.472196,0,0
0,150,304.89257,0,0
0,150,307.367072,0,0
0,150,309.728162,0,0
0,150,312.175357,0,0
0,150,314.631145,0,0
0,150,317.122204,0,0
0,150,319.554508,0,0
0,150,335.959137,0,0
0.626961,150,338.427133,0.6269614585655592,0
4.435942,150,340.81027,4.435942231979048,4.435942231979048
0,150,343.27907,0,0
0,150,345.629898,0,0
0,150,348.121032,0,0
0.40927,150,350.517746,0.40926990707040256,0
0.025448,150,353.003146,0.025447687310248268,0.025447687310248268
0,150,355.443414,0,0
0,150,357.875161,0,0
4.435942,150,360.279344,4.435942231979048,0
0,150,362.76092,0,0
0,150,365.160109,0,0
0,150,367.562113,0,0
0,150,386.126042,0,0
0.883098,150,388.476393,0.8830984678802136,0
0,150,390.914998,0,0
0,150,393.322089,0,0
0,150,395.797761,0,0
0,150,398.232218,0,0
0,150,400.663388,0,0
0,150,403.07905,0,0
54.645383,150,405.476542,54.64538272765843,0
0,150,407.90322,0,0
0,150,410.338095,0,0
0.185881,150,412.865723,0.18588113100426984,0
0,150,415.309542,0,0
0,150,431.63357,0,0
65.981252,150,434.155278,65.98125228865436,0
0,150,436.589908,0,0
0,150,439.069384,0,0
1.066488,150,441.497335,1.0664878875185844,0
0.688559,150,443.886335,0.6885593987035843,0.6885593987035843
0,150,446.357882,0,0
0,150,448.840299,0,0
54.645383,150,451.261274,54.64538272765843,0
0,150,453.708963,0,0
0.593565,150,456.160141,0.5935646130142536,0
0,150,458.527864,0,0
0,150,460.896545,0,0
0,150,463.432308,0,0
0.186278,150,479.931856,0.18627790180073678,0
61.32622,150,482.489271,61.32621953746374,0
0.298075,150,484.925888,0.29807539530919025,0
0.054723,150,487.323109,0.05472320981412937,0
1.128235,150,489.851846,1.1282348524978707,0
0,150,492.285353,0,0
0,150,494.744717,0,0
0,150,497.183286,0,0
3.774549,150,499.595621,3.7745485690626515,0
0.866932,150,502.064741,0.8669316301609652,0
0,150,504.513598,0,0
0.193564,150,506.980579,0.19356437446799535,0
0,150,509.367494,0,0
0,150,511.881434,0,0
0,150,530.120994,0,0
0,150,532.585537,0,0
0,150,535.114975,0,0
0,150,537.514164,0,0
0,150,539.955293,0,0
0.204398,150,542.445441,0.20439782765713577,0
61.32622,150,544.926639,61.32621953746374,0
3.774549,150,547.355987,3.7745485690626515,0
0,150,549.750147,0,0
0,150,552.228346,0,0
3.296889,150,554.631753,3.2969191892624896,0
3.774549,150,557.076652,3.7745485690626515,0
0,150,559.470112,0,0
0,150,575.948583,0,0
0,150,578.36579,0,0
0,150,580.806108,0,0
0.234229,150,583.229823,0.23422866212301507,0
0,150,585.696085,0,0
0,150,588.151167,0,0
0,150,590.596063,0,0
0.338704,150,593.031488,0.338703911568875,0
0,150,595.450571,0,0
0.218622,150,597.850122,0.21862158575966228,0
0,150,600.288894,0,0
0,150,602.630323,0,0
0.681596,150,605.077401,0.6815964616490552,0
0,150,607.524463,0,0
0,150,623.923326,0,0
11.034279,150,626.414676,11.034278511280236,0
62.32338,150,628.888382,62.323379505596336,0
0,150,631.403195,0,0
1.063166,150,633.852505,1.0631663415593122,0
0,150,636.366916,0,0
0.039548,150,638.83251,0.039547615254810764,0
