# {"t_start": 1618486530.2852707, "env_id": "SparseReacher-v1"} 
r,l,t,ereward,reward_woD
0,150,4.622518,0,0
0,150,6.880899,0,0
0,150,9.088068,0,0
0,150,11.35333,0,0
0,150,13.784372,0,0
0,150,16.172112,0,0
0,150,18.6567,0,0
61.32622,150,21.111185,61.32621953746374,0
0,150,23.572535,0,0
35.370409,150,25.942307,35.37040882868217,0
0,150,28.357941,0,0
1.542621,150,30.774638,1.5426206160900664,0
0,150,33.22508,0,0
0,150,49.716626,0,0
61.32622,150,52.217684,61.32621953746374,0
0.448341,150,54.632162,0.4483406558654808,0
0.051036,150,57.098304,0.051036383281076736,0
0,150,59.546207,0,0
0,150,61.933772,0,0
0,150,64.354484,0,0
0,150,66.882497,0,0
0,150,69.299657,0,0
0,150,71.691227,0,0
0,150,74.131267,0,0
0,150,76.563998,0,0
0,150,78.983293,0,0
0,150,81.452355,0,0
0.047426,150,98.281642,0.04742573739506706,0
0,150,100.690494,0,0
94.071831,150,103.140141,94.07183063123934,0
0,150,105.610923,0,0
0.431573,150,108.011787,0.4315730661892522,0.4315730661892522
0,150,110.465259,0,0
0,150,112.899723,0,0
0,150,115.297985,0,0
0,150,117.712521,0,0
0,150,120.121241,0,0
0,150,122.611083,0,0
0.217371,150,125.071604,0.2173714174588517,0
0.61072,150,127.492025,0.6107200321521168,0.6107200321521168
0,150,143.992081,0,0
3.774549,150,146.431055,3.7745485690626515,0
0,150,148.857274,0,0
0,150,151.289336,0,0
9.103633,150,153.827725,9.103632975283062,0
0,150,156.256336,0,0
0,150,158.768371,0,0
0,150,161.207592,0,0
0,150,163.668083,0,0
0.225888,150,166.033581,0.22588825840310978,0
0.056304,150,168.531529,0.056303696456363794,0.056303696456363794
0,150,171.066905,0,0
0,150,173.619478,0,0
35.370409,150,176.319377,35.37040882868217,0
0,150,192.813629,0,0
0,150,195.229659,0,0
0,150,197.620714,0,0
0,150,200.090485,0,0
0.740678,150,202.484867,0.7406777591455457,0
0.087121,150,204.924084,0.08712115193244441,0
0,150,207.323095,0,0
0.341946,150,209.698755,0.3419460561949199,0
0,150,212.138805,0,0
0,150,214.532292,0,0
0,150,217.056244,0,0
3.774549,150,219.490996,3.7745485690626515,0
0,150,221.900111,0,0
0,150,224.334489,0,0
67.50134,150,242.289336,67.50134037431246,0
0,150,244.718914,0,0
0,150,247.206777,0,0
0,150,249.683531,0,0
0,150,252.068631,0,0
0.140758,150,254.581271,0.14075796308959643,0
65.981252,150,256.976368,65.98125228865436,0
0.81109,150,259.45769,0.8110895229771533,0
0,150,261.818848,0,0
0,150,264.25064,0,0
0,150,266.708711,0,0
0,150,269.147745,0,0
0.166605,150,271.638897,0.166604906367823,0.166604906367823
0,150,288.030128,0,0
0,150,290.495561,0,0
0,150,292.916125,0,0
0,150,295.332093,0,0
3.774549,150,297.804632,3.7745485690626515,0
0,150,300.236705,0,0
3.774549,150,302.649293,3.7745485690626515,0
0,150,305.06679,0,0
0.073959,150,307.541824,0.07395938749224873,0
0,150,309.903011,0,0
0.597432,150,312.350803,0.5974315034840575,0.5974315034840575
0,150,314.80279,0,0
0.232142,150,317.297551,0.23214207457849712,0
0,150,319.729337,0,0
0.085132,150,336.133982,0.08513194598213614,0
0.604444,150,338.602272,0.6044440149381387,0
0,150,340.984772,0,0
0,150,343.45231,0,0
0,150,345.802383,0,0
0,150,348.297777,0,0
0.23357,150,350.691947,0.23357035929032965,0
0.903527,150,353.178779,0.9035274851088779,0
3.008614,150,355.618129,3.008613929759299,0
0,150,358.048751,0,0
0,150,360.454457,0,0
65.981252,150,362.932163,65.98125228865436,0
