# {"t_start": 1616588548.6553621, "env_id": "ReacherPyBulletEnv-v0"} 
r,l,t,ereward,reward_woD
0,150,3.985413,0,0
0,150,5.930223,0,0
0,150,7.886478,0,0
0,150,9.918277,0,0
0,150,12.147058,0,0
0,150,14.503076,0,0
0,150,16.870648,0,0
0,150,19.244473,0,0
0,150,21.639926,0,0
0,150,24.021776,0,0
0,150,26.394493,0,0
0,150,28.757311,0,0
0,150,31.138563,0,0
0,150,47.547184,0,0
0,150,49.926855,0,0
0,150,52.310352,0,0
0,150,54.6958,0,0
0,150,57.07334,0,0
0,150,59.446365,0,0
0,150,61.83008,0,0
0,150,64.194306,0,0
0,150,66.5719,0,0
0,150,68.924783,0,0
0,150,71.277761,0,0
0,150,73.640425,0,0
0.636919,150,76.013722,0.636918745015554,0.636918745015554
0,150,78.407295,0,0
0,150,94.867515,0,0
0,150,97.228577,0,0
0,150,99.592644,0,0
0,150,101.952498,0,0
0,150,104.315472,0,0
0,150,106.67467,0,0
0,150,109.076473,0,0
0,150,111.465889,0,0
0,150,113.828082,0,0
0,150,116.186884,0,0
0,150,118.54103,0,0
0.227082,150,120.895052,0.2270824737383571,0.2270824737383571
0,150,123.218956,0,0
0,150,139.48992,0,0
0,150,141.859159,0,0
0,150,144.228225,0,0
0,150,146.597357,0,0
0,150,148.959574,0,0
0,150,151.338841,0,0
0,150,153.716895,0,0
0,150,156.088205,0,0
0.873056,150,158.43537,0.8730556962456987,0.8730556962456987
0,150,160.773147,0,0
0,150,163.13027,0,0
0,150,165.483674,0,0
0,150,167.839606,0,0
0,150,170.21191,0,0
0,150,186.610963,0,0
0,150,188.961313,0,0
0,150,191.329447,0,0
0,150,193.7219,0,0
0,150,196.092241,0,0
0,150,198.446945,0,0
0,150,200.826412,0,0
0,150,203.187061,0,0
0,150,205.557848,0,0
0,150,207.925833,0,0
0,150,210.308086,0,0
0,150,212.701791,0,0
0.543046,150,215.065492,0.5430458493847796,0.5430458493847796
0,150,217.443148,0,0
0,150,233.857336,0,0
0,150,236.21702,0,0
0,150,238.535597,0,0
0,150,240.887732,0,0
