BC_loss,V_loss,action_loss,gail_loss,entropy
0.0,3.617390326410532,0.22173434738069772,0.0,2.795043131709099
0.0,1.9785216454416514,0.16298025869764388,0.0,2.714745169878006
0.0,1.519365392997861,0.15245138220489024,0.0,2.620264619588852
0.0,1.388614021614194,0.14772299812175332,0.0,2.5149760000407695
0.0,1.6205364808440208,0.12967783049680293,0.0,2.397163241356611
0.0,1.5120032496750355,0.1350500949425623,0.0,2.2606998473405837
0.0,1.375865075737238,0.1635858389781788,0.0,2.1244474932551385
0.0,1.415633661672473,0.10793407834134996,0.0,1.98483268879354
0.0,1.8385343808680772,0.11273833781015127,0.0,1.802126993983984
0.0,1.5041322272270918,0.08015047835651785,0.0,1.6096465937793254
0.0,1.6738742507994175,0.0638069944572635,0.0,1.4086442448198795
0.0,1.848690765723586,0.03520628306214348,0.0,1.1996121905744075
0.0,1.590801762789488,0.0032638054834023935,0.0,1.0062116343528031
0.0,1.3901949107646943,-0.02738148683856707,0.0,0.8339151939377188
0.0,1.417839641496539,-0.036150976447970606,0.0,0.7822493508458137
0.0,1.9461358025670052,-0.040391281921620246,0.0,0.7757843896746636
0.0,1.4165078151971102,-0.03357583623183018,0.0,0.7760808315128088
0.0,1.5412478983402251,-0.03205722134152893,0.0,0.7753533307462931
0.0,1.3712187107652425,-0.034058547351378365,0.0,0.7747553147375583
0.0,1.4791217900812625,-0.032517654448747636,0.0,0.7753248047083616
0.0,1.216133757121861,-0.02622906017168134,0.0,0.7725909814238549
0.0,1.8136371951550245,-0.03656423637803528,0.0,0.7757776416838169
0.0,1.272419958561659,-0.02827847987828136,0.0,0.7771552193909883
0.0,1.5687367141246795,-0.02921579180183471,0.0,0.77623441927135
0.0,1.7302193522453309,-0.0347069756280689,0.0,0.7776920450851321
0.0,1.6213546320796013,-0.03149187877352233,0.0,0.7816601250320673
0.0,1.2818879205733538,-0.029733843806025107,0.0,0.7826349006965756
0.0,1.6642994228750467,-0.029570395669725257,0.0,0.7823110522702337
0.0,1.450010471791029,-0.030429923866904574,0.0,0.784611519984901
0.0,1.1802918687462807,-0.02068041340826312,0.0,0.7858213003724813
0.0,1.4609788324683906,-0.026924489747034385,0.0,0.7823527287691832
0.0,1.5693668842315673,-0.029869286303437548,0.0,0.7867974285036325
0.0,1.3640875246375799,-0.01882470732089132,0.0,0.789777347818017
0.0,1.2276332015171647,-0.01687981181203213,0.0,0.7902717910706997
0.0,1.3830438874661923,-0.023660625258708025,0.0,0.7890000160783529
0.0,1.7204894170165062,-0.020905422301439103,0.0,0.7887147521600127
0.0,1.6552094366401433,-0.027632013800757704,0.0,0.7867845131084323
0.0,1.4281239036470652,-0.022427000977040736,0.0,0.7867387287318707
0.0,1.3790498908609152,-0.02170537938072812,0.0,0.7902878200635314
0.0,1.3882753565907477,-0.012699674383475213,0.0,0.7892125651240349
0.0,1.4625749785453082,-0.02363843443163205,0.0,0.788341443426907
0.0,1.2055564077571035,-0.015343175300949951,0.0,0.7926138248294592
0.0,1.504925511032343,-0.026654938332649182,0.0,0.7914124192669988
0.0,1.3685556791722775,-0.020258982507220934,0.0,0.789402793906629
0.0,1.4059483002871276,-0.015420825639012037,0.0,0.7893476471304893
0.0,1.4545460876077414,-0.021980983040702996,0.0,0.7920184951275587
0.0,1.5012453891336919,-0.022510193655034528,0.0,0.788699254207313
0.0,1.5837753113359212,-0.014589675173192517,0.0,0.7864672495052218
0.0,1.7926108356565238,-0.019064026269552413,0.0,0.7879144923761487
0.0,1.591849922388792,-0.010532337654876756,0.0,0.7902615912258625
0.0,1.6525706257671118,-0.017422122477000812,0.0,0.7910348607227207
0.0,1.4842971548438073,-0.016208537165948656,0.0,0.7921354368329048
0.0,1.6746533565223216,-0.017798422544365165,0.0,0.7872019372880459
0.0,1.423406694084406,-0.008560430193756473,0.0,0.7901196038350463
0.0,1.7992612030357122,-0.022871278540696947,0.0,0.7917347030714155
0.0,1.7045055106282234,-0.013281017411645734,0.0,0.7926771569997072
0.0,1.4898637998849154,-0.010174681134230923,0.0,0.791149640828371
0.0,1.6148721635341645,-0.0074858164090983335,0.0,0.7897233102470637
0.0,1.5486961204558611,-0.010295666606543819,0.0,0.7908443823456764
0.0,1.546749782934785,-0.011118337405787316,0.0,0.7901664994657039
0.0,1.7162658363580703,-0.008895177188969683,0.0,0.7883191606029868
0.0,1.553845512866974,-0.0014387298913788981,0.0,0.7922737140208482
