# {"t_start": 1611594563.0444307, "env_id": "LunarLanderSparse-v2"} 
r,l,t,ereward,reward_woD
-126.837517,74,2.537616,-126.83751712000856,-126.83751712000856
-140.789211,106,3.522556,-140.7892105104583,-140.7892105104583
-201.8168,84,4.335817,-201.8167997701928,-201.8167997701928
-94.763438,66,4.964179,-94.76343802253544,-94.76343802253544
-122.864493,72,5.648954,-122.86449299563085,-122.86449299563085
-59.941654,78,6.397283,-59.94165368371385,-59.94165368371385
-125.903647,97,7.329539,-125.90364667238738,-125.90364667238738
-152.789289,72,8.024577,-152.78928868796908,-152.78928868796908
-366.027111,93,8.934979,-366.0271108086304,-366.0271108086304
-304.969154,99,9.900447,-304.96915362285876,-304.96915362285876
-371.520158,114,11.008893,-371.52015788996715,-371.52015788996715
-148.237285,70,11.678191,-148.2372848941514,-148.2372848941514
-334.208969,100,12.622794,-334.2089688864206,-334.2089688864206
-135.452808,91,13.511525,-135.45280820748445,-135.45280820748445
-104.163926,68,14.155402,-104.16392558369148,-104.16392558369148
-134.097929,71,14.837779,-134.09792933955333,-134.09792933955333
-111.400082,83,15.641377,-111.40008181561588,-111.40008181561588
-100.363559,57,16.182787,-100.36355918698276,-100.36355918698276
-124.71609,117,17.314247,-124.71608963213578,-124.71608963213578
-243.353382,93,18.214856,-243.35338230916042,-243.35338230916042
-221.823664,77,18.958497,-221.82366448259464,-221.82366448259464
-97.053266,120,20.123742,-97.05326636111444,-97.05326636111444
-339.430981,96,21.0438,-339.4309813737784,-339.4309813737784
-306.644977,75,27.409673,-306.6449766266088,-306.6449766266088
-366.418342,90,28.306129,-366.41834233707635,-366.41834233707635
-284.086956,87,29.155955,-284.0869560382297,-284.0869560382297
-83.348694,84,29.98238,-83.34869444848484,-83.34869444848484
-118.300866,78,30.74254,-118.3008659464889,-118.3008659464889
-125.970493,66,31.387058,-125.97049264481825,-125.97049264481825
-169.79261,68,32.035723,-169.7926104404849,-169.7926104404849
-133.516367,78,32.798378,-133.51636695313465,-133.51636695313465
-174.96488,86,33.639695,-174.964879874131,-174.964879874131
35.810163,102,34.639461,35.81016343559321,35.81016343559321
-88.523819,94,35.557493,-88.52381913796707,-88.52381913796707
-148.34083,154,37.051456,-148.34083016524613,-148.34083016524613
-268.598907,85,37.867731,-268.59890678400063,-268.59890678400063
-145.378809,81,38.657927,-145.3788093977517,-145.3788093977517
-114.616089,83,39.459825,-114.61608861329798,-114.61608861329798
-265.231502,102,40.451193,-265.2315017697456,-265.2315017697456
-267.432151,99,41.411116,-267.4321514890653,-267.4321514890653
-230.005591,105,42.434121,-230.00559139441035,-230.00559139441035
-123.69426,69,43.111597,-123.69426042599889,-123.69426042599889
-83.829678,65,43.744289,-83.82967778032047,-83.82967778032047
-96.066322,62,44.347274,-96.06632247602951,-96.06632247602951
-90.805703,74,45.060254,-90.80570277179662,-90.80570277179662
-85.865547,71,45.747161,-85.865546658729,-85.865546658729
-84.755223,65,46.382178,-84.75522250504245,-84.75522250504245
-118.837363,95,53.073766,-118.83736338501117,-118.83736338501117
-29.695255,66,53.743507,-29.69525540311814,-29.69525540311814
-260.537424,105,54.755096,-260.5374237447377,-260.5374237447377
-78.420173,68,55.41664,-78.42017348135262,-78.42017348135262
-370.124785,87,56.261693,-370.12478469866716,-370.12478469866716
-85.286867,130,57.537882,-85.28686748852375,-85.28686748852375
-181.266176,101,58.5145,-181.26617640660834,-181.26617640660834
-88.960027,72,59.211262,-88.9600267238804,-88.9600267238804
-147.377908,132,60.50835,-147.37790815281608,-147.37790815281608
-96.553282,92,61.410793,-96.55328194874986,-96.55328194874986
-200.369253,97,62.345424,-200.36925282919367,-200.36925282919367
-192.896537,94,63.244346,-192.89653660719227,-192.89653660719227
-96.477934,66,63.872962,-96.47793435917501,-96.47793435917501
-209.111006,126,65.097667,-209.1110058025526,-209.1110058025526
-244.784354,151,66.574722,-244.78435405643225,-244.78435405643225
-93.77578,77,67.327362,-93.77577993115476,-93.77577993115476
-160.888117,123,68.528813,-160.88811709563134,-160.88811709563134
-314.472808,93,69.427647,-314.47280834745027,-314.47280834745027
-59.825938,74,70.147067,-59.825938042773515,-59.825938042773515
-312.060764,120,71.328871,-312.0607641397344,-312.0607641397344
-214.37672,128,72.586589,-214.37672012907208,-214.37672012907208
-185.240674,111,79.496153,-185.24067402019622,-185.24067402019622
-550.107051,151,80.95281,-550.1070505472238,-550.1070505472238
-257.103275,156,82.477091,-257.1032746706185,-257.1032746706185
-255.151538,99,83.45015,-255.15153796781016,-255.15153796781016
-31.744577,74,84.179043,-31.744576669586905,-31.744576669586905
-96.546945,83,84.992805,-96.54694497333212,-96.54694497333212
-100.429229,104,86.005545,-100.42922947974736,-100.42922947974736
-96.171753,81,86.801472,-96.17175270465992,-96.17175270465992
-60.348852,84,87.612728,-60.348852158854854,-60.348852158854854
-240.26465,96,88.532544,-240.26464968952922,-240.26464968952922
-318.027039,124,89.740481,-318.0270387441275,-318.0270387441275
-142.664403,103,90.749441,-142.66440296053273,-142.66440296053273
-296.529538,81,91.526185,-296.5295379044912,-296.5295379044912
-77.439237,105,92.547898,-77.43923743466661,-77.43923743466661
-111.40247,106,93.570697,-111.40247000535405,-111.40247000535405
-102.929829,134,94.878115,-102.92982871608781,-102.92982871608781
-281.835159,87,95.725605,-281.8351590466016,-281.8351590466016
-61.290882,65,96.362438,-61.290881622470344,-61.290881622470344
-67.152221,74,97.089294,-67.15222065219413,-67.15222065219413
-93.576211,95,98.027778,-93.5762105677673,-93.5762105677673
-107.458658,115,105.289894,-107.45865841293528,-107.45865841293528
-151.349219,120,106.468818,-151.34921925645233,-151.34921925645233
-97.406514,85,107.297176,-97.40651412993617,-97.40651412993617
8.423408,84,108.118057,8.423408084328955,8.423408084328955
-107.383887,92,109.004893,-107.38388727041085,-107.38388727041085
-83.085587,104,110.020887,-83.08558652976272,-83.08558652976272
-100.340967,93,110.931244,-100.34096747368501,-100.34096747368501
-303.564455,130,112.192245,-303.5644551913555,-303.5644551913555
-192.506972,87,113.04804,-192.50697240170305,-192.50697240170305
-210.761295,95,113.958802,-210.76129494324604,-210.76129494324604
-137.778166,121,115.131629,-137.77816621604987,-137.77816621604987
-310.843708,114,116.237253,-310.84370774987906,-310.84370774987906
-157.291731,90,117.107482,-157.29173135158652,-157.29173135158652
-81.412069,103,118.118109,-81.41206874244796,-81.41206874244796
-248.371141,91,119.007917,-248.37114132387381,-248.37114132387381
-23.326585,74,119.735206,-23.326584890767492,-23.326584890767492
-55.183858,73,120.449918,-55.18385750716604,-55.18385750716604
-397.93714,98,121.39944,-397.9371395788101,-397.9371395788101
-110.115563,118,122.568572,-110.11556316678013,-110.11556316678013
-387.394715,176,124.281868,-387.3947152021897,-387.3947152021897
-121.41494,116,131.371759,-121.41493956679965,-121.41493956679965
-100.154556,123,132.568892,-100.15455552148705,-100.15455552148705
-65.487419,121,133.750507,-65.48741888351812,-65.48741888351812
